"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"MASOGO/NYANG'OMA","MASOGO/NYANG'OMA WARD","United Progressive Alliance",1213,"0","V-REG-00001","1","MUHORONI CONSTITUENCY"
"CHEMELIL","CHEMELIL WARD","United Progressive Alliance",1214,"0","V-REG-00001","1","MUHORONI CONSTITUENCY"
"MUHORONI/KORU","MUHORONI/KORU WARD","United Progressive Alliance",1215,"0","V-REG-00001","1","MUHORONI CONSTITUENCY"
"SOUTH WEST NYAKACH","SOUTH WEST NYAKACH WARD","United Progressive Alliance",1216,"0","V-REG-00001","1","NYAKACH CONSTITUENCY"
"NORTH NYAKACH","NORTH NYAKACH WARD","United Progressive Alliance",1217,"0","V-REG-00001","1","NYAKACH CONSTITUENCY"
"CENTRAL NYAKACH","CENTRAL NYAKACH WARD","United Progressive Alliance",1218,"0","V-REG-00001","1","NYAKACH CONSTITUENCY"
"WEST NYAKACH","WEST NYAKACH WARD","United Progressive Alliance",1219,"0","V-REG-00001","1","NYAKACH CONSTITUENCY"
"SOUTH EAST NYAKACH","SOUTH EAST NYAKACH WARD","United Progressive Alliance",1220,"0","V-REG-00001","1","NYAKACH CONSTITUENCY"
"WEST KASIPUL","WEST KASIPUL WARD","United Progressive Alliance",1221,"0","V-REG-00001","1","KASIPUL CONSTITUENCY"
"SOUTH KASIPUL","SOUTH KASIPUL WARD","United Progressive Alliance",1222,"0","V-REG-00001","1","KASIPUL CONSTITUENCY"
"CENTRAL KASIPUL","CENTRAL KASIPUL WARD","United Progressive Alliance",1223,"0","V-REG-00001","1","KASIPUL CONSTITUENCY"
"EAST KAMAGAK","EAST KAMAGAK WARD","United Progressive Alliance",1224,"0","V-REG-00001","1","KASIPUL CONSTITUENCY"
"WEST KAMAGAK","WEST KAMAGAK WARD","United Progressive Alliance",1225,"0","V-REG-00001","1","KASIPUL CONSTITUENCY"
"KABONDO EAST","KABONDO EAST WARD","United Progressive Alliance",1226,"0","V-REG-00001","1","KABONDO KASIPUL CONSTITUENCY"
"KABONDO WEST","KABONDO WEST WARD","United Progressive Alliance",1227,"0","V-REG-00001","1","KABONDO KASIPUL CONSTITUENCY"
"KOKWANYO/KAKELO","KOKWANYO/KAKELO WARD","United Progressive Alliance",1228,"0","V-REG-00001","1","KABONDO KASIPUL CONSTITUENCY"
"KOJWACH","KOJWACH WARD","United Progressive Alliance",1229,"0","V-REG-00001","1","KABONDO KASIPUL CONSTITUENCY"
"WEST KARACHUONYO","WEST KARACHUONYO WARD","United Progressive Alliance",1230,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"NORTH KARACHUONYO","NORTH KARACHUONYO WARD","United Progressive Alliance",1231,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"CENTRAL","CENTRAL WARD","United Progressive Alliance",1232,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"KANYALUO","KANYALUO WARD","United Progressive Alliance",1233,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"KIBIRI","KIBIRI WARD","United Progressive Alliance",1234,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"WANGCHIENG","WANGCHIENG WARD","United Progressive Alliance",1235,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"KENDU BAY TOWN","KENDU BAY TOWN WARD","United Progressive Alliance",1236,"0","V-REG-00001","1","KARACHUONYO CONSTITUENCY"
"WEST GEM","WEST GEM WARD","United Progressive Alliance",1237,"0","V-REG-00001","1","RANGWE CONSTITUENCY"
"EAST GEM","EAST GEM WARD","United Progressive Alliance",1238,"0","V-REG-00001","1","RANGWE CONSTITUENCY"
"KAGAN","KAGAN WARD","United Progressive Alliance",1239,"0","V-REG-00001","1","RANGWE CONSTITUENCY"
"KOCHIA","KOCHIA WARD","United Progressive Alliance",1240,"0","V-REG-00001","1","RANGWE CONSTITUENCY"
"HOMA BAY CENTRAL","HOMA BAY CENTRAL WARD","United Progressive Alliance",1241,"0","V-REG-00001","1","HOMA BAY TOWN CONSTITUENCY"
"HOMA BAY ARUJO","HOMA BAY ARUJO WARD","United Progressive Alliance",1242,"0","V-REG-00001","1","HOMA BAY TOWN CONSTITUENCY"
"HOMA BAY WEST","HOMA BAY WEST WARD","United Progressive Alliance",1243,"0","V-REG-00001","1","HOMA BAY TOWN CONSTITUENCY"
"HOMA BAY EAST","HOMA BAY EAST WARD","United Progressive Alliance",1244,"0","V-REG-00001","1","HOMA BAY TOWN CONSTITUENCY"
"KWABWAI","KWABWAI WARD","United Progressive Alliance",1245,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KANYADOTO","KANYADOTO WARD","United Progressive Alliance",1246,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KANYIKELA","KANYIKELA WARD","United Progressive Alliance",1247,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KABUOCH NORTH","KABUOCH NORTH WARD","United Progressive Alliance",1248,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KABUOCH SOUTH/PALA","KABUOCH SOUTH/PALA WARD","United Progressive Alliance",1249,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KANYAMWA KOLOGI","KANYAMWA KOLOGI WARD","United Progressive Alliance",1250,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"KANYAMWA KOSEWE","KANYAMWA KOSEWE WARD","United Progressive Alliance",1251,"0","V-REG-00001","1","NDHIWA CONSTITUENCY"
"MFANGANO ISLAND","MFANGANO ISLAND WARD","United Progressive Alliance",1252,"0","V-REG-00001","1","SUBA NORTH CONSTITUENCY"
"RUSINGA ISLAND","RUSINGA ISLAND WARD","United Progressive Alliance",1253,"0","V-REG-00001","1","SUBA NORTH CONSTITUENCY"
"KASGUNGA","KASGUNGA WARD","United Progressive Alliance",1254,"0","V-REG-00001","1","SUBA NORTH CONSTITUENCY"
"GEMBE","GEMBE WARD","United Progressive Alliance",1255,"0","V-REG-00001","1","SUBA NORTH CONSTITUENCY"
"LAMBWE","LAMBWE WARD","United Progressive Alliance",1256,"0","V-REG-00001","1","SUBA NORTH CONSTITUENCY"
"GWASSI SOUTH","GWASSI SOUTH WARD","United Progressive Alliance",1257,"0","V-REG-00001","1","SUBA SOUTH CONSTITUENCY"
"GWASSI NORTH","GWASSI NORTH WARD","United Progressive Alliance",1258,"0","V-REG-00001","1","SUBA SOUTH CONSTITUENCY"
"KAKSINGRI WEST","KAKSINGRI WEST WARD","United Progressive Alliance",1259,"0","V-REG-00001","1","SUBA SOUTH CONSTITUENCY"
"RUMA-KAKSINGRI","RUMA-KAKSINGRI WARD","United Progressive Alliance",1260,"0","V-REG-00001","1","SUBA SOUTH CONSTITUENCY"
"NORTH KAMAGAMBO","NORTH KAMAGAMBO WARD","United Progressive Alliance",1261,"0","V-REG-00001","1","RONGO CONSTITUENCY"
"CENTRAL KAMAGAMBO","CENTRAL KAMAGAMBO WARD","United Progressive Alliance",1262,"0","V-REG-00001","1","RONGO CONSTITUENCY"
"EAST KAMAGAMBO","EAST KAMAGAMBO WARD","United Progressive Alliance",1263,"0","V-REG-00001","1","RONGO CONSTITUENCY"
"SOUTH KAMAGAMBO","SOUTH KAMAGAMBO WARD","United Progressive Alliance",1264,"0","V-REG-00001","1","RONGO CONSTITUENCY"
"NORTH SAKWA","NORTH SAKWA WARD","United Progressive Alliance",1265,"0","V-REG-00001","1","AWENDO CONSTITUENCY"
"SOUTH SAKWA","SOUTH SAKWA WARD","United Progressive Alliance",1266,"0","V-REG-00001","1","AWENDO CONSTITUENCY"
"WEST SAKWA","WEST SAKWA WARD","United Progressive Alliance",1267,"0","V-REG-00001","1","AWENDO CONSTITUENCY"
"CENTRAL SAKWA","CENTRAL SAKWA WARD","United Progressive Alliance",1268,"0","V-REG-00001","1","AWENDO CONSTITUENCY"
"GOD JOPE","GOD JOPE WARD","United Progressive Alliance",1269,"0","V-REG-00001","1","SUNA EAST CONSTITUENCY"
"SUNA CENTRAL","SUNA CENTRAL WARD","United Progressive Alliance",1270,"0","V-REG-00001","1","SUNA EAST CONSTITUENCY"
"KAKRAO","KAKRAO WARD","United Progressive Alliance",1271,"0","V-REG-00001","1","SUNA EAST CONSTITUENCY"
"KWA","KWA WARD","United Progressive Alliance",1272,"0","V-REG-00001","1","SUNA EAST CONSTITUENCY"
"WIGA","WIGA WARD","United Progressive Alliance",1273,"0","V-REG-00001","1","SUNA WEST CONSTITUENCY"
"WASWETA II","WASWETA II WARD","United Progressive Alliance",1274,"0","V-REG-00001","1","SUNA WEST CONSTITUENCY"
"RAGANA-ORUBA","RAGANA-ORUBA WARD","United Progressive Alliance",1275,"0","V-REG-00001","1","SUNA WEST CONSTITUENCY"
"WASIMBETE","WASIMBETE WARD","United Progressive Alliance",1276,"0","V-REG-00001","1","SUNA WEST CONSTITUENCY"
"WEST KANYAMKAGO","WEST KANYAMKAGO WARD","United Progressive Alliance",1277,"0","V-REG-00001","1","URIRI CONSTITUENCY"
"NORTH KANYAMKAGO","NORTH KANYAMKAGO WARD","United Progressive Alliance",1278,"0","V-REG-00001","1","URIRI CONSTITUENCY"
"CENTRAL KANYAMKAGO","CENTRAL KANYAMKAGO WARD","United Progressive Alliance",1279,"0","V-REG-00001","1","URIRI CONSTITUENCY"
"SOUTH KANYAMKAGO","SOUTH KANYAMKAGO WARD","United Progressive Alliance",1280,"0","V-REG-00001","1","URIRI CONSTITUENCY"
"EAST KANYAMKAGO","EAST KANYAMKAGO WARD","United Progressive Alliance",1281,"0","V-REG-00001","1","URIRI CONSTITUENCY"
"KACHIEN'G","KACHIEN'G WARD","United Progressive Alliance",1282,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"KANYASA","KANYASA WARD","United Progressive Alliance",1283,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"NORTH KADEM","NORTH KADEM WARD","United Progressive Alliance",1284,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"MACALDER/KANYARWANDA","MACALDER/KANYARWANDA WARD","United Progressive Alliance",1285,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"KALER","KALER WARD","United Progressive Alliance",1286,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"GOT KACHOLA","GOT KACHOLA WARD","United Progressive Alliance",1287,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"MUHURU","MUHURU WARD","United Progressive Alliance",1288,"0","V-REG-00001","1","NYATIKE CONSTITUENCY"
"BUKIRA EAST","BUKIRA EAST WARD","United Progressive Alliance",1289,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"BUKIRA CENTRL/IKEREGE","BUKIRA CENTRL/IKEREGE WARD","United Progressive Alliance",1290,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"ISIBANIA","ISIBANIA WARD","United Progressive Alliance",1291,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"MAKERERO","MAKERERO WARD","United Progressive Alliance",1292,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"MASABA","MASABA WARD","United Progressive Alliance",1293,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"TAGARE","TAGARE WARD","United Progressive Alliance",1294,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"NYAMOSENSE/KOMOSOKO","NYAMOSENSE/KOMOSOKO WARD","United Progressive Alliance",1295,"0","V-REG-00001","1","KURIA WEST CONSTITUENCY"
"GOKEHARAKA/GETAMBWEGA","GOKEHARAKA/GETAMBWEGA WARD","United Progressive Alliance",1296,"0","V-REG-00001","1","KURIA EAST CONSTITUENCY"
"NTIMARU WEST","NTIMARU WEST WARD","United Progressive Alliance",1297,"0","V-REG-00001","1","KURIA EAST CONSTITUENCY"
"NTIMARU EAST","NTIMARU EAST WARD","United Progressive Alliance",1298,"0","V-REG-00001","1","KURIA EAST CONSTITUENCY"
"NYABASI EAST","NYABASI EAST WARD","United Progressive Alliance",1299,"0","V-REG-00001","1","KURIA EAST CONSTITUENCY"
"NYABASI WEST","NYABASI WEST WARD","United Progressive Alliance",1300,"0","V-REG-00001","1","KURIA EAST CONSTITUENCY"
"BOMARIBA","BOMARIBA WARD","United Progressive Alliance",1301,"0","V-REG-00001","1","BONCHARI CONSTITUENCY"
"BOGIAKUMU","BOGIAKUMU WARD","United Progressive Alliance",1302,"0","V-REG-00001","1","BONCHARI CONSTITUENCY"
"BOMORENDA","BOMORENDA WARD","United Progressive Alliance",1303,"0","V-REG-00001","1","BONCHARI CONSTITUENCY"
"RIANA","RIANA WARD","United Progressive Alliance",1304,"0","V-REG-00001","1","BONCHARI CONSTITUENCY"
"TABAKA","TABAKA WARD","United Progressive Alliance",1305,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"BOIKANG'A","BOIKANG'A WARD","United Progressive Alliance",1306,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"BOGETENGA","BOGETENGA WARD","United Progressive Alliance",1307,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"BORABU / CHITAGO","BORABU / CHITAGO WARD","United Progressive Alliance",1308,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"MOTICHO","MOTICHO WARD","United Progressive Alliance",1309,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"GETENGA","GETENGA WARD","United Progressive Alliance",1310,"0","V-REG-00001","1","SOUTH MUGIRANGO CONSTITUENCY"
"BOMBABA BORABU","BOMBABA BORABU WARD","United Progressive Alliance",1311,"0","V-REG-00001","1","BOMACHOGE BORABU CONSTITUENCY"
"BOOCHI BORABU","BOOCHI BORABU WARD","United Progressive Alliance",1312,"0","V-REG-00001","1","BOMACHOGE BORABU CONSTITUENCY"
"BOKIMONGE","BOKIMONGE WARD","United Progressive Alliance",1313,"0","V-REG-00001","1","BOMACHOGE BORABU CONSTITUENCY"
"MAGENCHE","MAGENCHE WARD","United Progressive Alliance",1314,"0","V-REG-00001","1","BOMACHOGE BORABU CONSTITUENCY"
"MASIGE WEST","MASIGE WEST WARD","United Progressive Alliance",1315,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"MASIGE EAST","MASIGE EAST WARD","United Progressive Alliance",1316,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"BASI CENTRAL","BASI CENTRAL WARD","United Progressive Alliance",1317,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"NYACHEKI","NYACHEKI WARD","United Progressive Alliance",1318,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"BASI BOGETAORIO","BASI BOGETAORIO WARD","United Progressive Alliance",1319,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"BOBASI CHACHE","BOBASI CHACHE WARD","United Progressive Alliance",1320,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"SAMETA/MOKWERERO","SAMETA/MOKWERERO WARD","United Progressive Alliance",1321,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"BOBASI BOITANGARE","BOBASI BOITANGARE WARD","United Progressive Alliance",1322,"0","V-REG-00001","1","BOBASI CONSTITUENCY"
"MAJOGE BASI","MAJOGE BASI WARD","United Progressive Alliance",1323,"0","V-REG-00001","1","BOMACHOGE CHACHE CONSTITUENCY"
"BOOCHI/TENDERE","BOOCHI/TENDERE WARD","United Progressive Alliance",1324,"0","V-REG-00001","1","BOMACHOGE CHACHE CONSTITUENCY"
"BOSOTI/SENGERA","BOSOTI/SENGERA WARD","United Progressive Alliance",1325,"0","V-REG-00001","1","BOMACHOGE CHACHE CONSTITUENCY"
"ICHUNI","ICHUNI WARD","United Progressive Alliance",1326,"0","V-REG-00001","1","NYARIBARI MASABA CONSTITUENCY"
"NYAMASIBI","NYAMASIBI WARD","United Progressive Alliance",1327,"0","V-REG-00001","1","NYARIBARI MASABA CONSTITUENCY"
"MASIMBA","MASIMBA WARD","United Progressive Alliance",1328,"0","V-REG-00001","1","NYARIBARI MASABA CONSTITUENCY"
"GESUSU","GESUSU WARD","United Progressive Alliance",1329,"0","V-REG-00001","1","NYARIBARI MASABA CONSTITUENCY"
"KIAMOKAMA","KIAMOKAMA WARD","United Progressive Alliance",1330,"0","V-REG-00001","1","NYARIBARI MASABA CONSTITUENCY"
"BOBARACHO","BOBARACHO WARD","United Progressive Alliance",1331,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"KISII CENTRAL","KISII CENTRAL WARD","United Progressive Alliance",1332,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"KEUMBU","KEUMBU WARD","United Progressive Alliance",1333,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"KIOGORO","KIOGORO WARD","United Progressive Alliance",1334,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"BIRONGO","BIRONGO WARD","United Progressive Alliance",1335,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"IBENO","IBENO WARD","United Progressive Alliance",1336,"0","V-REG-00001","1","NYARIBARI CHACHE CONSTITUENCY"
"MONYERERO","MONYERERO WARD","United Progressive Alliance",1337,"0","V-REG-00001","1","KITUTU CHACHE NORTH CONSTITUENCY"
"SENSI","SENSI WARD","United Progressive Alliance",1338,"0","V-REG-00001","1","KITUTU CHACHE NORTH CONSTITUENCY"
"MARANI","MARANI WARD","United Progressive Alliance",1339,"0","V-REG-00001","1","KITUTU CHACHE NORTH CONSTITUENCY"
"KEGOGI","KEGOGI WARD","United Progressive Alliance",1340,"0","V-REG-00001","1","KITUTU CHACHE NORTH CONSTITUENCY"
"BOGUSERO","BOGUSERO WARD","United Progressive Alliance",1341,"0","V-REG-00001","1","KITUTU CHACHE SOUTH CONSTITUENCY"
"BOGEKA","BOGEKA WARD","United Progressive Alliance",1342,"0","V-REG-00001","1","KITUTU CHACHE SOUTH CONSTITUENCY"
"NYAKOE","NYAKOE WARD","United Progressive Alliance",1343,"0","V-REG-00001","1","KITUTU CHACHE SOUTH CONSTITUENCY"
"KITUTU   CENTRAL","KITUTU   CENTRAL WARD","United Progressive Alliance",1344,"0","V-REG-00001","1","KITUTU CHACHE SOUTH CONSTITUENCY"
"NYATIEKO","NYATIEKO WARD","United Progressive Alliance",1345,"0","V-REG-00001","1","KITUTU CHACHE SOUTH CONSTITUENCY"
"RIGOMA","RIGOMA WARD","United Progressive Alliance",1346,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"GACHUBA","GACHUBA WARD","United Progressive Alliance",1347,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"KEMERA","KEMERA WARD","United Progressive Alliance",1348,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"MAGOMBO","MAGOMBO WARD","United Progressive Alliance",1349,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"MANGA","MANGA WARD","United Progressive Alliance",1350,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"GESIMA","GESIMA WARD","United Progressive Alliance",1351,"0","V-REG-00001","1","KITUTU MASABA CONSTITUENCY"
"NYAMAIYA","NYAMAIYA WARD","United Progressive Alliance",1352,"0","V-REG-00001","1","WEST MUGIRANGO CONSTITUENCY"
"BOGICHORA","BOGICHORA WARD","United Progressive Alliance",1353,"0","V-REG-00001","1","WEST MUGIRANGO CONSTITUENCY"
"BOSAMARO","BOSAMARO WARD","United Progressive Alliance",1354,"0","V-REG-00001","1","WEST MUGIRANGO CONSTITUENCY"
"BONYAMATUTA","BONYAMATUTA WARD","United Progressive Alliance",1355,"0","V-REG-00001","1","WEST MUGIRANGO CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",1356,"0","V-REG-00001","1","WEST MUGIRANGO CONSTITUENCY"
"ITIBO","ITIBO WARD","United Progressive Alliance",1357,"0","V-REG-00001","1","NORTH MUGIRANGO CONSTITUENCY"
"BOMWAGAMO","BOMWAGAMO WARD","United Progressive Alliance",1358,"0","V-REG-00001","1","NORTH MUGIRANGO CONSTITUENCY"
"BOKEIRA","BOKEIRA WARD","United Progressive Alliance",1359,"0","V-REG-00001","1","NORTH MUGIRANGO CONSTITUENCY"
"MAGWAGWA","MAGWAGWA WARD","United Progressive Alliance",1360,"0","V-REG-00001","1","NORTH MUGIRANGO CONSTITUENCY"
"EKERENYO","EKERENYO WARD","United Progressive Alliance",1361,"0","V-REG-00001","1","NORTH MUGIRANGO CONSTITUENCY"
"MEKENENE","MEKENENE WARD","United Progressive Alliance",1362,"0","V-REG-00001","1","BORABU CONSTITUENCY"
"KIABONYORU","KIABONYORU WARD","United Progressive Alliance",1363,"0","V-REG-00001","1","BORABU CONSTITUENCY"
"NYANSIONGO","NYANSIONGO WARD","United Progressive Alliance",1364,"0","V-REG-00001","1","BORABU CONSTITUENCY"
"ESISE","ESISE WARD","United Progressive Alliance",1365,"0","V-REG-00001","1","BORABU CONSTITUENCY"
"KITISURU","KITISURU WARD","United Progressive Alliance",1366,"0","V-REG-00001","1","WESTLANDS CONSTITUENCY"
"PARKLANDS/HIGHRIDGE","PARKLANDS/HIGHRIDGE WARD","United Progressive Alliance",1367,"0","V-REG-00001","1","WESTLANDS CONSTITUENCY"
"KARURA","KARURA WARD","United Progressive Alliance",1368,"0","V-REG-00001","1","WESTLANDS CONSTITUENCY"
"KANGEMI","KANGEMI WARD","United Progressive Alliance",1369,"0","V-REG-00001","1","WESTLANDS CONSTITUENCY"
"MOUNTAIN VIEW","MOUNTAIN VIEW WARD","United Progressive Alliance",1370,"0","V-REG-00001","1","WESTLANDS CONSTITUENCY"
"KILIMANI","KILIMANI WARD","United Progressive Alliance",1371,"0","V-REG-00001","1","DAGORETTI NORTH CONSTITUENCY"
"KAWANGWARE","KAWANGWARE WARD","United Progressive Alliance",1372,"0","V-REG-00001","1","DAGORETTI NORTH CONSTITUENCY"
"GATINA","GATINA WARD","United Progressive Alliance",1373,"0","V-REG-00001","1","DAGORETTI NORTH CONSTITUENCY"
"KILELESHWA","KILELESHWA WARD","United Progressive Alliance",1374,"0","V-REG-00001","1","DAGORETTI NORTH CONSTITUENCY"
"KABIRO","KABIRO WARD","United Progressive Alliance",1375,"0","V-REG-00001","1","DAGORETTI NORTH CONSTITUENCY"
"MUTU-INI","MUTU-INI WARD","United Progressive Alliance",1376,"0","V-REG-00001","1","DAGORETTI SOUTH CONSTITUENCY"
"NGANDO","NGANDO WARD","United Progressive Alliance",1377,"0","V-REG-00001","1","DAGORETTI SOUTH CONSTITUENCY"
"RIRUTA","RIRUTA WARD","United Progressive Alliance",1378,"0","V-REG-00001","1","DAGORETTI SOUTH CONSTITUENCY"
"UTHIRU/RUTHIMITU","UTHIRU/RUTHIMITU WARD","United Progressive Alliance",1379,"0","V-REG-00001","1","DAGORETTI SOUTH CONSTITUENCY"
"WAITHAKA","WAITHAKA WARD","United Progressive Alliance",1380,"0","V-REG-00001","1","DAGORETTI SOUTH CONSTITUENCY"
"KAREN","KAREN WARD","United Progressive Alliance",1381,"0","V-REG-00001","1","LANGATA CONSTITUENCY"
"NAIROBI WEST","NAIROBI WEST WARD","United Progressive Alliance",1382,"0","V-REG-00001","1","LANGATA CONSTITUENCY"
"MUGUMU-INI","MUGUMU-INI WARD","United Progressive Alliance",1383,"0","V-REG-00001","1","LANGATA CONSTITUENCY"
"SOUTH C","SOUTH C WARD","United Progressive Alliance",1384,"0","V-REG-00001","1","LANGATA CONSTITUENCY"
"NYAYO HIGHRISE","NYAYO HIGHRISE WARD","United Progressive Alliance",1385,"0","V-REG-00001","1","LANGATA CONSTITUENCY"
"LAINI SABA","LAINI SABA WARD","United Progressive Alliance",1386,"0","V-REG-00001","1","KIBRA CONSTITUENCY"
"LINDI","LINDI WARD","United Progressive Alliance",1387,"0","V-REG-00001","1","KIBRA CONSTITUENCY"
"MAKINA","MAKINA WARD","United Progressive Alliance",1388,"0","V-REG-00001","1","KIBRA CONSTITUENCY"
"WOODLEY/KENYATTA GOLF COURSE","WOODLEY/KENYATTA GOLF COURSE WARD","United Progressive Alliance",1389,"0","V-REG-00001","1","KIBRA CONSTITUENCY"
"SARANGOMBE","SARANGOMBE WARD","United Progressive Alliance",1390,"0","V-REG-00001","1","KIBRA CONSTITUENCY"
"GITHURAI","GITHURAI WARD","United Progressive Alliance",1391,"0","V-REG-00001","1","ROYSAMBU CONSTITUENCY"
"KAHAWA WEST","KAHAWA WEST WARD","United Progressive Alliance",1392,"0","V-REG-00001","1","ROYSAMBU CONSTITUENCY"
"ZIMMERMAN","ZIMMERMAN WARD","United Progressive Alliance",1393,"0","V-REG-00001","1","ROYSAMBU CONSTITUENCY"
"ROYSAMBU","ROYSAMBU WARD","United Progressive Alliance",1394,"0","V-REG-00001","1","ROYSAMBU CONSTITUENCY"
"KAHAWA","KAHAWA WARD","United Progressive Alliance",1395,"0","V-REG-00001","1","ROYSAMBU CONSTITUENCY"
"CLAY CITY","CLAY CITY WARD","United Progressive Alliance",1396,"0","V-REG-00001","1","KASARANI CONSTITUENCY"
"MWIKI","MWIKI WARD","United Progressive Alliance",1397,"0","V-REG-00001","1","KASARANI CONSTITUENCY"
"KASARANI","KASARANI WARD","United Progressive Alliance",1398,"0","V-REG-00001","1","KASARANI CONSTITUENCY"
"NJIRU","NJIRU WARD","United Progressive Alliance",1399,"0","V-REG-00001","1","KASARANI CONSTITUENCY"
"RUAI","RUAI WARD","United Progressive Alliance",1400,"0","V-REG-00001","1","KASARANI CONSTITUENCY"
"BABA DOGO","BABA DOGO WARD","United Progressive Alliance",1401,"0","V-REG-00001","1","RUARAKA CONSTITUENCY"
"UTALII","UTALII WARD","United Progressive Alliance",1402,"0","V-REG-00001","1","RUARAKA CONSTITUENCY"
"MATHARE NORTH","MATHARE NORTH WARD","United Progressive Alliance",1403,"0","V-REG-00001","1","RUARAKA CONSTITUENCY"
"LUCKY SUMMER","LUCKY SUMMER WARD","United Progressive Alliance",1404,"0","V-REG-00001","1","RUARAKA CONSTITUENCY"
"KOROGOCHO","KOROGOCHO WARD","United Progressive Alliance",1405,"0","V-REG-00001","1","RUARAKA CONSTITUENCY"
"IMARA DAIMA","IMARA DAIMA WARD","United Progressive Alliance",1406,"0","V-REG-00001","1","EMBAKASI SOUTH CONSTITUENCY"
"KWA NJENGA","KWA NJENGA WARD","United Progressive Alliance",1407,"0","V-REG-00001","1","EMBAKASI SOUTH CONSTITUENCY"
"KWA REUBEN","KWA REUBEN WARD","United Progressive Alliance",1408,"0","V-REG-00001","1","EMBAKASI SOUTH CONSTITUENCY"
"PIPELINE","PIPELINE WARD","United Progressive Alliance",1409,"0","V-REG-00001","1","EMBAKASI SOUTH CONSTITUENCY"
"KWARE","KWARE WARD","United Progressive Alliance",1410,"0","V-REG-00001","1","EMBAKASI SOUTH CONSTITUENCY"
"KARIOBANGI NORTH","KARIOBANGI NORTH WARD","United Progressive Alliance",1411,"0","V-REG-00001","1","EMBAKASI NORTH CONSTITUENCY"
"DANDORA AREA I","DANDORA AREA I WARD","United Progressive Alliance",1412,"0","V-REG-00001","1","EMBAKASI NORTH CONSTITUENCY"
"DANDORA AREA II","DANDORA AREA II WARD","United Progressive Alliance",1413,"0","V-REG-00001","1","EMBAKASI NORTH CONSTITUENCY"
"DANDORA AREA III","DANDORA AREA III WARD","United Progressive Alliance",1414,"0","V-REG-00001","1","EMBAKASI NORTH CONSTITUENCY"
"DANDORA AREA IV","DANDORA AREA IV WARD","United Progressive Alliance",1415,"0","V-REG-00001","1","EMBAKASI NORTH CONSTITUENCY"
"KAYOLE NORTH","KAYOLE NORTH WARD","United Progressive Alliance",1416,"0","V-REG-00001","1","EMBAKASI CENTRAL CONSTITUENCY"
