"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"OBBU","OBBU WARD","United Progressive Alliance",227,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"DUKANA","DUKANA WARD","United Progressive Alliance",228,"0","V-REG-00001","1","NORTH HORR CONSTITUENCY"
"MAIKONA","MAIKONA WARD","United Progressive Alliance",229,"0","V-REG-00001","1","NORTH HORR CONSTITUENCY"
"TURBI","TURBI WARD","United Progressive Alliance",230,"0","V-REG-00001","1","NORTH HORR CONSTITUENCY"
"NORTH HORR","NORTH HORR WARD","United Progressive Alliance",231,"0","V-REG-00001","1","NORTH HORR CONSTITUENCY"
"ILLERET","ILLERET WARD","United Progressive Alliance",232,"0","V-REG-00001","1","NORTH HORR CONSTITUENCY"
"SAGANTE/JALDESA","SAGANTE/JALDESA WARD","United Progressive Alliance",233,"0","V-REG-00001","1","SAKU CONSTITUENCY"
"KARARE","KARARE WARD","United Progressive Alliance",234,"0","V-REG-00001","1","SAKU CONSTITUENCY"
"MARSABIT CENTRAL","MARSABIT CENTRAL WARD","United Progressive Alliance",235,"0","V-REG-00001","1","SAKU CONSTITUENCY"
"LOIYANGALANI","LOIYANGALANI WARD","United Progressive Alliance",236,"0","V-REG-00001","1","LAISAMIS CONSTITUENCY"
"KARGI/SOUTH HORR","KARGI/SOUTH HORR WARD","United Progressive Alliance",237,"0","V-REG-00001","1","LAISAMIS CONSTITUENCY"
"KORR/NGURUNIT","KORR/NGURUNIT WARD","United Progressive Alliance",238,"0","V-REG-00001","1","LAISAMIS CONSTITUENCY"
"LOGO LOGO","LOGO LOGO WARD","United Progressive Alliance",239,"0","V-REG-00001","1","LAISAMIS CONSTITUENCY"
"LAISAMIS","LAISAMIS WARD","United Progressive Alliance",240,"0","V-REG-00001","1","LAISAMIS CONSTITUENCY"
"WABERA","WABERA WARD","United Progressive Alliance",241,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"BULLA PESA","BULLA PESA WARD","United Progressive Alliance",242,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"CHARI","CHARI WARD","United Progressive Alliance",243,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"CHERAB","CHERAB WARD","United Progressive Alliance",244,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"NGARE MARA","NGARE MARA WARD","United Progressive Alliance",245,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"BURAT","BURAT WARD","United Progressive Alliance",246,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"OLDO/NYIRO","OLDO/NYIRO WARD","United Progressive Alliance",247,"0","V-REG-00001","1","ISIOLO NORTH CONSTITUENCY"
"GARBATULLA","GARBATULLA WARD","United Progressive Alliance",248,"0","V-REG-00001","1","ISIOLO SOUTH CONSTITUENCY"
"KINNA","KINNA WARD","United Progressive Alliance",249,"0","V-REG-00001","1","ISIOLO SOUTH CONSTITUENCY"
"SERICHO","SERICHO WARD","United Progressive Alliance",250,"0","V-REG-00001","1","ISIOLO SOUTH CONSTITUENCY"
"MAUA","MAUA WARD","United Progressive Alliance",251,"0","V-REG-00001","1","IGEMBE SOUTH CONSTITUENCY"
"KIEGOI/ANTUBOCHIU","KIEGOI/ANTUBOCHIU WARD","United Progressive Alliance",252,"0","V-REG-00001","1","IGEMBE SOUTH CONSTITUENCY"
"ATHIRU GAITI","ATHIRU GAITI WARD","United Progressive Alliance",253,"0","V-REG-00001","1","IGEMBE SOUTH CONSTITUENCY"
"AKACHIU","AKACHIU WARD","United Progressive Alliance",254,"0","V-REG-00001","1","IGEMBE SOUTH CONSTITUENCY"
"KANUNI","KANUNI WARD","United Progressive Alliance",255,"0","V-REG-00001","1","IGEMBE SOUTH CONSTITUENCY"
"AKIRANG'ONDU","AKIRANG'ONDU WARD","United Progressive Alliance",256,"0","V-REG-00001","1","IGEMBE CENTRAL CONSTITUENCY"
"ATHIRU RUUJINE","ATHIRU RUUJINE WARD","United Progressive Alliance",257,"0","V-REG-00001","1","IGEMBE CENTRAL CONSTITUENCY"
"IGEMBE EAST","IGEMBE EAST WARD","United Progressive Alliance",258,"0","V-REG-00001","1","IGEMBE CENTRAL CONSTITUENCY"
"NJIA","NJIA WARD","United Progressive Alliance",259,"0","V-REG-00001","1","IGEMBE CENTRAL CONSTITUENCY"
"KANGETA","KANGETA WARD","United Progressive Alliance",260,"0","V-REG-00001","1","IGEMBE CENTRAL CONSTITUENCY"
"ANTUAMBUI","ANTUAMBUI WARD","United Progressive Alliance",261,"0","V-REG-00001","1","IGEMBE NORTH CONSTITUENCY"
"NTUNENE","NTUNENE WARD","United Progressive Alliance",262,"0","V-REG-00001","1","IGEMBE NORTH CONSTITUENCY"
"ANTUBETWE KIONGO","ANTUBETWE KIONGO WARD","United Progressive Alliance",263,"0","V-REG-00001","1","IGEMBE NORTH CONSTITUENCY"
"NAATHU","NAATHU WARD","United Progressive Alliance",264,"0","V-REG-00001","1","IGEMBE NORTH CONSTITUENCY"
"AMWATHI","AMWATHI WARD","United Progressive Alliance",265,"0","V-REG-00001","1","IGEMBE NORTH CONSTITUENCY"
"ATHWANA","ATHWANA WARD","United Progressive Alliance",266,"0","V-REG-00001","1","TIGANIA WEST CONSTITUENCY"
"AKITHII","AKITHII WARD","United Progressive Alliance",267,"0","V-REG-00001","1","TIGANIA WEST CONSTITUENCY"
"KIANJAI","KIANJAI WARD","United Progressive Alliance",268,"0","V-REG-00001","1","TIGANIA WEST CONSTITUENCY"
"NKOMO","NKOMO WARD","United Progressive Alliance",269,"0","V-REG-00001","1","TIGANIA WEST CONSTITUENCY"
"MBEU","MBEU WARD","United Progressive Alliance",270,"0","V-REG-00001","1","TIGANIA WEST CONSTITUENCY"
"THANGATHA","THANGATHA WARD","United Progressive Alliance",271,"0","V-REG-00001","1","TIGANIA EAST CONSTITUENCY"
"MIKINDURI","MIKINDURI WARD","United Progressive Alliance",272,"0","V-REG-00001","1","TIGANIA EAST CONSTITUENCY"
"KIGUCHWA","KIGUCHWA WARD","United Progressive Alliance",273,"0","V-REG-00001","1","TIGANIA EAST CONSTITUENCY"
"MUTHARA","MUTHARA WARD","United Progressive Alliance",274,"0","V-REG-00001","1","TIGANIA EAST CONSTITUENCY"
"KARAMA","KARAMA WARD","United Progressive Alliance",275,"0","V-REG-00001","1","TIGANIA EAST CONSTITUENCY"
"MUNICIPALITY","MUNICIPALITY WARD","United Progressive Alliance",276,"0","V-REG-00001","1","NORTH IMENTI CONSTITUENCY"
"NTIMA EAST","NTIMA EAST WARD","United Progressive Alliance",277,"0","V-REG-00001","1","NORTH IMENTI CONSTITUENCY"
"NTIMA WEST","NTIMA WEST WARD","United Progressive Alliance",278,"0","V-REG-00001","1","NORTH IMENTI CONSTITUENCY"
"NYAKI WEST","NYAKI WEST WARD","United Progressive Alliance",279,"0","V-REG-00001","1","NORTH IMENTI CONSTITUENCY"
"NYAKI EAST","NYAKI EAST WARD","United Progressive Alliance",280,"0","V-REG-00001","1","NORTH IMENTI CONSTITUENCY"
"TIMAU","TIMAU WARD","United Progressive Alliance",281,"0","V-REG-00001","1","BUURI CONSTITUENCY"
"KISIMA","KISIMA WARD","United Progressive Alliance",282,"0","V-REG-00001","1","BUURI CONSTITUENCY"
"KIIRUA/NAARI","KIIRUA/NAARI WARD","United Progressive Alliance",283,"0","V-REG-00001","1","BUURI CONSTITUENCY"
"RUIRI/RWARERA","RUIRI/RWARERA WARD","United Progressive Alliance",284,"0","V-REG-00001","1","BUURI CONSTITUENCY"
"KIBIRICHIA","KIBIRICHIA WARD","United Progressive Alliance",289,"0","V-REG-00001","1","BUURI CONSTITUENCY"
"MWANGANTHIA","MWANGANTHIA WARD","United Progressive Alliance",285,"0","V-REG-00001","1","CENTRAL IMENTI CONSTITUENCY"
"ABOTHUGUCHI CENTRAL","ABOTHUGUCHI CENTRAL WARD","United Progressive Alliance",286,"0","V-REG-00001","1","CENTRAL IMENTI CONSTITUENCY"
"ABOTHUGUCHI WEST","ABOTHUGUCHI WEST WARD","United Progressive Alliance",287,"0","V-REG-00001","1","CENTRAL IMENTI CONSTITUENCY"
"KIAGU","KIAGU WARD","United Progressive Alliance",288,"0","V-REG-00001","1","CENTRAL IMENTI CONSTITUENCY"
"MITUNGUU","MITUNGUU WARD","United Progressive Alliance",290,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"IGOJI EAST","IGOJI EAST WARD","United Progressive Alliance",291,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"IGOJI WEST","IGOJI WEST WARD","United Progressive Alliance",292,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"ABOGETA EAST","ABOGETA EAST WARD","United Progressive Alliance",293,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"ABOGETA WEST","ABOGETA WEST WARD","United Progressive Alliance",294,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"NKUENE","NKUENE WARD","United Progressive Alliance",295,"0","V-REG-00001","1","SOUTH IMENTI CONSTITUENCY"
"MITHERU","MITHERU WARD","United Progressive Alliance",296,"0","V-REG-00001","1","MAARA CONSTITUENCY"
"MUTHAMBI","MUTHAMBI WARD","United Progressive Alliance",297,"0","V-REG-00001","1","MAARA CONSTITUENCY"
"MWIMBI","MWIMBI WARD","United Progressive Alliance",298,"0","V-REG-00001","1","MAARA CONSTITUENCY"
"GANGA","GANGA WARD","United Progressive Alliance",299,"0","V-REG-00001","1","MAARA CONSTITUENCY"
"CHOGORIA","CHOGORIA WARD","United Progressive Alliance",300,"0","V-REG-00001","1","MAARA CONSTITUENCY"
"MARIANI","MARIANI WARD","United Progressive Alliance",301,"0","V-REG-00001","1","CHUKA/IGAMBANG'OMBE CONSTITUENCY"
"KARINGANI","KARINGANI WARD","United Progressive Alliance",302,"0","V-REG-00001","1","CHUKA/IGAMBANG'OMBE CONSTITUENCY"
"MAGUMONI","MAGUMONI WARD","United Progressive Alliance",303,"0","V-REG-00001","1","CHUKA/IGAMBANG'OMBE CONSTITUENCY"
"MUGWE","MUGWE WARD","United Progressive Alliance",304,"0","V-REG-00001","1","CHUKA/IGAMBANG'OMBE CONSTITUENCY"
"IGAMBANG'OMBE","IGAMBANG'OMBE WARD","United Progressive Alliance",305,"0","V-REG-00001","1","CHUKA/IGAMBANG'OMBE CONSTITUENCY"
"GATUNGA","GATUNGA WARD","United Progressive Alliance",306,"0","V-REG-00001","1","THARAKA CONSTITUENCY"
"MUKOTHIMA","MUKOTHIMA WARD","United Progressive Alliance",307,"0","V-REG-00001","1","THARAKA CONSTITUENCY"
"NKONDI","NKONDI WARD","United Progressive Alliance",308,"0","V-REG-00001","1","THARAKA CONSTITUENCY"
"CHIAKARIGA","CHIAKARIGA WARD","United Progressive Alliance",309,"0","V-REG-00001","1","THARAKA CONSTITUENCY"
"MARIMANTI","MARIMANTI WARD","United Progressive Alliance",310,"0","V-REG-00001","1","THARAKA CONSTITUENCY"
"RUGURU/NGANDORI","RUGURU/NGANDORI WARD","United Progressive Alliance",311,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"KITHIMU","KITHIMU WARD","United Progressive Alliance",312,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"NGINDA","NGINDA WARD","United Progressive Alliance",313,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"MBETI NORTH","MBETI NORTH WARD","United Progressive Alliance",314,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"KIRIMARI","KIRIMARI WARD","United Progressive Alliance",315,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"GATURI SOUTH","GATURI SOUTH WARD","United Progressive Alliance",316,"0","V-REG-00001","1","MANYATTA CONSTITUENCY"
"GATURI NORTH","GATURI NORTH WARD","United Progressive Alliance",317,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"KAGAARI SOUTH","KAGAARI SOUTH WARD","United Progressive Alliance",318,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"CENTRAL  WARD","CENTRAL  WARD WARD","United Progressive Alliance",319,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"KAGAARI NORTH","KAGAARI NORTH WARD","United Progressive Alliance",320,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"KYENI NORTH","KYENI NORTH WARD","United Progressive Alliance",321,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"KYENI SOUTH","KYENI SOUTH WARD","United Progressive Alliance",322,"0","V-REG-00001","1","RUNYENJES CONSTITUENCY"
"MWEA","MWEA WARD","United Progressive Alliance",323,"0","V-REG-00001","1","MBEERE SOUTH CONSTITUENCY"
"MAKIMA","MAKIMA WARD","United Progressive Alliance",324,"0","V-REG-00001","1","MBEERE SOUTH CONSTITUENCY"
"MBETI SOUTH","MBETI SOUTH WARD","United Progressive Alliance",325,"0","V-REG-00001","1","MBEERE SOUTH CONSTITUENCY"
"MAVURIA","MAVURIA WARD","United Progressive Alliance",326,"0","V-REG-00001","1","MBEERE SOUTH CONSTITUENCY"
"KIAMBERE","KIAMBERE WARD","United Progressive Alliance",327,"0","V-REG-00001","1","MBEERE SOUTH CONSTITUENCY"
"NTHAWA","NTHAWA WARD","United Progressive Alliance",328,"0","V-REG-00001","1","MBEERE NORTH CONSTITUENCY"
"MUMINJI","MUMINJI WARD","United Progressive Alliance",329,"0","V-REG-00001","1","MBEERE NORTH CONSTITUENCY"
"EVURORE","EVURORE WARD","United Progressive Alliance",330,"0","V-REG-00001","1","MBEERE NORTH CONSTITUENCY"
"NGOMENI","NGOMENI WARD","United Progressive Alliance",331,"0","V-REG-00001","1","MWINGI NORTH CONSTITUENCY"
"KYUSO","KYUSO WARD","United Progressive Alliance",332,"0","V-REG-00001","1","MWINGI NORTH CONSTITUENCY"
"MUMONI","MUMONI WARD","United Progressive Alliance",333,"0","V-REG-00001","1","MWINGI NORTH CONSTITUENCY"
"TSEIKURU","TSEIKURU WARD","United Progressive Alliance",334,"0","V-REG-00001","1","MWINGI NORTH CONSTITUENCY"
"THARAKA","THARAKA WARD","United Progressive Alliance",335,"0","V-REG-00001","1","MWINGI NORTH CONSTITUENCY"
"KYOME/THAANA","KYOME/THAANA WARD","United Progressive Alliance",336,"0","V-REG-00001","1","MWINGI WEST CONSTITUENCY"
"NGUUTANI","NGUUTANI WARD","United Progressive Alliance",337,"0","V-REG-00001","1","MWINGI WEST CONSTITUENCY"
"MIGWANI","MIGWANI WARD","United Progressive Alliance",338,"0","V-REG-00001","1","MWINGI WEST CONSTITUENCY"
"KIOMO/KYETHANI","KIOMO/KYETHANI WARD","United Progressive Alliance",339,"0","V-REG-00001","1","MWINGI WEST CONSTITUENCY"
"CENTRAL","CENTRAL WARD","United Progressive Alliance",340,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"KIVOU","KIVOU WARD","United Progressive Alliance",341,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"NGUNI","NGUNI WARD","United Progressive Alliance",342,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"NUU","NUU WARD","United Progressive Alliance",343,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"MUI","MUI WARD","United Progressive Alliance",344,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"WAITA","WAITA WARD","United Progressive Alliance",345,"0","V-REG-00001","1","MWINGI CENTRAL CONSTITUENCY"
"MUTONGUNI","MUTONGUNI WARD","United Progressive Alliance",346,"0","V-REG-00001","1","KITUI WEST CONSTITUENCY"
"KAUWI","KAUWI WARD","United Progressive Alliance",347,"0","V-REG-00001","1","KITUI WEST CONSTITUENCY"
"MATINYANI","MATINYANI WARD","United Progressive Alliance",348,"0","V-REG-00001","1","KITUI WEST CONSTITUENCY"
"KWA MUTONGA/KITHUMULA","KWA MUTONGA/KITHUMULA WARD","United Progressive Alliance",349,"0","V-REG-00001","1","KITUI WEST CONSTITUENCY"
"KISASI","KISASI WARD","United Progressive Alliance",350,"0","V-REG-00001","1","KITUI RURAL CONSTITUENCY"
"MBITINI","MBITINI WARD","United Progressive Alliance",351,"0","V-REG-00001","1","KITUI RURAL CONSTITUENCY"
"KWAVONZA/YATTA","KWAVONZA/YATTA WARD","United Progressive Alliance",352,"0","V-REG-00001","1","KITUI RURAL CONSTITUENCY"
"KANYANGI","KANYANGI WARD","United Progressive Alliance",353,"0","V-REG-00001","1","KITUI RURAL CONSTITUENCY"
"MIAMBANI","MIAMBANI WARD","United Progressive Alliance",354,"0","V-REG-00001","1","KITUI CENTRAL CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",355,"0","V-REG-00001","1","KITUI CENTRAL CONSTITUENCY"
"KYANGWITHYA WEST","KYANGWITHYA WEST WARD","United Progressive Alliance",356,"0","V-REG-00001","1","KITUI CENTRAL CONSTITUENCY"
"MULANGO","MULANGO WARD","United Progressive Alliance",357,"0","V-REG-00001","1","KITUI CENTRAL CONSTITUENCY"
"KYANGWITHYA EAST","KYANGWITHYA EAST WARD","United Progressive Alliance",358,"0","V-REG-00001","1","KITUI CENTRAL CONSTITUENCY"
"ZOMBE/MWITIKA","ZOMBE/MWITIKA WARD","United Progressive Alliance",359,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"NZAMBANI","NZAMBANI WARD","United Progressive Alliance",360,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"CHULUNI","CHULUNI WARD","United Progressive Alliance",361,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"VOO/KYAMATU","VOO/KYAMATU WARD","United Progressive Alliance",362,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"ENDAU/MALALANI","ENDAU/MALALANI WARD","United Progressive Alliance",363,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"MUTITO/KALIKU","MUTITO/KALIKU WARD","United Progressive Alliance",364,"0","V-REG-00001","1","KITUI EAST CONSTITUENCY"
"IKANGA/KYATUNE","IKANGA/KYATUNE WARD","United Progressive Alliance",365,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"MUTOMO","MUTOMO WARD","United Progressive Alliance",366,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"MUTHA","MUTHA WARD","United Progressive Alliance",367,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"IKUTHA","IKUTHA WARD","United Progressive Alliance",368,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"KANZIKO","KANZIKO WARD","United Progressive Alliance",369,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"ATHI","ATHI WARD","United Progressive Alliance",370,"0","V-REG-00001","1","KITUI SOUTH CONSTITUENCY"
"KIVAA","KIVAA WARD","United Progressive Alliance",371,"0","V-REG-00001","1","MASINGA CONSTITUENCY"
"MASINGA CENTRAL","MASINGA CENTRAL WARD","United Progressive Alliance",372,"0","V-REG-00001","1","MASINGA CONSTITUENCY"
"EKALAKALA","EKALAKALA WARD","United Progressive Alliance",373,"0","V-REG-00001","1","MASINGA CONSTITUENCY"
"MUTHESYA","MUTHESYA WARD","United Progressive Alliance",374,"0","V-REG-00001","1","MASINGA CONSTITUENCY"
"NDITHINI","NDITHINI WARD","United Progressive Alliance",375,"0","V-REG-00001","1","MASINGA CONSTITUENCY"
"NDALANI","NDALANI WARD","United Progressive Alliance",376,"0","V-REG-00001","1","YATTA CONSTITUENCY"
"MATUU","MATUU WARD","United Progressive Alliance",377,"0","V-REG-00001","1","YATTA CONSTITUENCY"
"KITHIMANI","KITHIMANI WARD","United Progressive Alliance",378,"0","V-REG-00001","1","YATTA CONSTITUENCY"
"IKOMBE","IKOMBE WARD","United Progressive Alliance",379,"0","V-REG-00001","1","YATTA CONSTITUENCY"
"KATANGI","KATANGI WARD","United Progressive Alliance",380,"0","V-REG-00001","1","YATTA CONSTITUENCY"
"KANGUNDO NORTH","KANGUNDO NORTH WARD","United Progressive Alliance",381,"0","V-REG-00001","1","KANGUNDO CONSTITUENCY"
"KANGUNDO CENTRAL","KANGUNDO CENTRAL WARD","United Progressive Alliance",382,"0","V-REG-00001","1","KANGUNDO CONSTITUENCY"
"KANGUNDO EAST","KANGUNDO EAST WARD","United Progressive Alliance",383,"0","V-REG-00001","1","KANGUNDO CONSTITUENCY"
"KANGUNDO WEST","KANGUNDO WEST WARD","United Progressive Alliance",384,"0","V-REG-00001","1","KANGUNDO CONSTITUENCY"
"TALA","TALA WARD","United Progressive Alliance",385,"0","V-REG-00001","1","MATUNGULU CONSTITUENCY"
"MATUNGULU NORTH","MATUNGULU NORTH WARD","United Progressive Alliance",386,"0","V-REG-00001","1","MATUNGULU CONSTITUENCY"
"MATUNGULU EAST","MATUNGULU EAST WARD","United Progressive Alliance",387,"0","V-REG-00001","1","MATUNGULU CONSTITUENCY"
"MATUNGULU WEST","MATUNGULU WEST WARD","United Progressive Alliance",388,"0","V-REG-00001","1","MATUNGULU CONSTITUENCY"
"KYELENI","KYELENI WARD","United Progressive Alliance",389,"0","V-REG-00001","1","MATUNGULU CONSTITUENCY"
"MITABONI","MITABONI WARD","United Progressive Alliance",390,"0","V-REG-00001","1","KATHIANI CONSTITUENCY"
"KATHIANI CENTRAL","KATHIANI CENTRAL WARD","United Progressive Alliance",391,"0","V-REG-00001","1","KATHIANI CONSTITUENCY"
"UPPER KAEWA/IVETI","UPPER KAEWA/IVETI WARD","United Progressive Alliance",392,"0","V-REG-00001","1","KATHIANI CONSTITUENCY"
"LOWER KAEWA/KAANI","LOWER KAEWA/KAANI WARD","United Progressive Alliance",393,"0","V-REG-00001","1","KATHIANI CONSTITUENCY"
"ATHI RIVER","ATHI RIVER WARD","United Progressive Alliance",394,"0","V-REG-00001","1","MAVOKO CONSTITUENCY"
"KINANIE","KINANIE WARD","United Progressive Alliance",395,"0","V-REG-00001","1","MAVOKO CONSTITUENCY"
"MUTHWANI","MUTHWANI WARD","United Progressive Alliance",396,"0","V-REG-00001","1","MAVOKO CONSTITUENCY"
"SYOKIMAU/MULOLONGO","SYOKIMAU/MULOLONGO WARD","United Progressive Alliance",397,"0","V-REG-00001","1","MAVOKO CONSTITUENCY"
"KALAMA","KALAMA WARD","United Progressive Alliance",398,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MUA","MUA WARD","United Progressive Alliance",399,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MUTITUNI","MUTITUNI WARD","United Progressive Alliance",400,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MACHAKOS CENTRAL","MACHAKOS CENTRAL WARD","United Progressive Alliance",401,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MUMBUNI NORTH","MUMBUNI NORTH WARD","United Progressive Alliance",402,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MUVUTI/KIIMA-KIMWE","MUVUTI/KIIMA-KIMWE WARD","United Progressive Alliance",403,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"KOLA","KOLA WARD","United Progressive Alliance",404,"0","V-REG-00001","1","MACHAKOS TOWN CONSTITUENCY"
"MBIUNI","MBIUNI WARD","United Progressive Alliance",405,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"MAKUTANO/ MWALA","MAKUTANO/ MWALA WARD","United Progressive Alliance",406,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"MASII","MASII WARD","United Progressive Alliance",407,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"MUTHETHENI","MUTHETHENI WARD","United Progressive Alliance",408,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"WAMUNYU","WAMUNYU WARD","United Progressive Alliance",409,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"KIBAUNI","KIBAUNI WARD","United Progressive Alliance",410,"0","V-REG-00001","1","MWALA CONSTITUENCY"
"TULIMANI","TULIMANI WARD","United Progressive Alliance",411,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"MBOONI","MBOONI WARD","United Progressive Alliance",412,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"KITHUNGO/KITUNDU","KITHUNGO/KITUNDU WARD","United Progressive Alliance",413,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"KITETA/KISAU","KITETA/KISAU WARD","United Progressive Alliance",414,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"WAIA-KAKO","WAIA-KAKO WARD","United Progressive Alliance",415,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"KALAWA","KALAWA WARD","United Progressive Alliance",416,"0","V-REG-00001","1","MBOONI CONSTITUENCY"
"KASIKEU","KASIKEU WARD","United Progressive Alliance",417,"0","V-REG-00001","1","KILOME CONSTITUENCY"
"MUKAA","MUKAA WARD","United Progressive Alliance",418,"0","V-REG-00001","1","KILOME CONSTITUENCY"
"KIIMA KIU/KALANZONI","KIIMA KIU/KALANZONI WARD","United Progressive Alliance",419,"0","V-REG-00001","1","KILOME CONSTITUENCY"
"UKIA","UKIA WARD","United Progressive Alliance",420,"0","V-REG-00001","1","KAITI CONSTITUENCY"
"KEE","KEE WARD","United Progressive Alliance",421,"0","V-REG-00001","1","KAITI CONSTITUENCY"
"KILUNGU","KILUNGU WARD","United Progressive Alliance",422,"0","V-REG-00001","1","KAITI CONSTITUENCY"
"ILIMA","ILIMA WARD","United Progressive Alliance",423,"0","V-REG-00001","1","KAITI CONSTITUENCY"
"WOTE","WOTE WARD","United Progressive Alliance",424,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"MUVAU/KIKUUMINI","MUVAU/KIKUUMINI WARD","United Progressive Alliance",425,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"MAVINDINI","MAVINDINI WARD","United Progressive Alliance",426,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"KITISE/KITHUKI","KITISE/KITHUKI WARD","United Progressive Alliance",427,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"KATHONZWENI","KATHONZWENI WARD","United Progressive Alliance",428,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"NZAUI/KILILI/KALAMBA","NZAUI/KILILI/KALAMBA WARD","United Progressive Alliance",429,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"MBITINI","MBITINI WARD","United Progressive Alliance",430,"0","V-REG-00001","1","MAKUENI CONSTITUENCY"
"MAKINDU","MAKINDU WARD","United Progressive Alliance",431,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"NGUUMO","NGUUMO WARD","United Progressive Alliance",432,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"KIKUMBULYU NORTH","KIKUMBULYU NORTH WARD","United Progressive Alliance",433,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"KIKUMBULYU SOUTH","KIKUMBULYU SOUTH WARD","United Progressive Alliance",434,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"NGUU/MASUMBA","NGUU/MASUMBA WARD","United Progressive Alliance",435,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"EMALI/MULALA","EMALI/MULALA WARD","United Progressive Alliance",436,"0","V-REG-00001","1","KIBWEZI WEST CONSTITUENCY"
"MASONGALENI","MASONGALENI WARD","United Progressive Alliance",437,"0","V-REG-00001","1","KIBWEZI EAST CONSTITUENCY"
"MTITO ANDEI","MTITO ANDEI WARD","United Progressive Alliance",438,"0","V-REG-00001","1","KIBWEZI EAST CONSTITUENCY"
"THANGE","THANGE WARD","United Progressive Alliance",439,"0","V-REG-00001","1","KIBWEZI EAST CONSTITUENCY"
